Abbreviation,TeamName,GridPosition,Position,Points,Season,RoundNumber,EventName,Podium,Rainfall,AirTemp
ZHO,Alfa Romeo,14.0,16.0,0.0,2022,15,Dutch Grand Prix,0,False,22.7
RIC,McLaren,17.0,17.0,0.0,2022,15,Dutch Grand Prix,0,False,22.7
LAT,Williams,20.0,18.0,0.0,2022,15,Dutch Grand Prix,0,False,22.7
BOT,Alfa Romeo,16.0,19.0,0.0,2022,15,Dutch Grand Prix,0,False,22.7
TSU,AlphaTauri,9.0,20.0,0.0,2022,15,Dutch Grand Prix,0,False,22.7
VER,Red Bull Racing,7.0,1.0,25.0,2022,16,Italian Grand Prix,1,False,28.0
LEC,Ferrari,1.0,2.0,18.0,2022,16,Italian Grand Prix,1,False,28.0
RUS,Mercedes,2.0,3.0,15.0,2022,16,Italian Grand Prix,1,False,28.0
SAI,Ferrari,18.0,4.0,12.0,2022,16,Italian Grand Prix,0,False,28.0
HAM,Mercedes,19.0,5.0,10.0,2022,16,Italian Grand Prix,0,False,28.0
PER,Red Bull Racing,13.0,6.0,9.0,2022,16,Italian Grand Prix,0,False,28.0
NOR,McLaren,3.0,7.0,6.0,2022,16,Italian Grand Prix,0,False,28.0
GAS,AlphaTauri,5.0,8.0,4.0,2022,16,Italian Grand Prix,0,False,28.0
DEV,Williams,8.0,9.0,2.0,2022,16,Italian Grand Prix,0,False,28.0
ZHO,Alfa Romeo,9.0,10.0,1.0,2022,16,Italian Grand Prix,0,False,28.0
OCO,Alpine,14.0,11.0,0.0,2022,16,Italian Grand Prix,0,False,28.0
MSC,Haas F1 Team,17.0,12.0,0.0,2022,16,Italian Grand Prix,0,False,28.0
BOT,Alfa Romeo,15.0,13.0,0.0,2022,16,Italian Grand Prix,0,False,28.0
TSU,AlphaTauri,20.0,14.0,0.0,2022,16,Italian Grand Prix,0,False,28.0
LAT,Williams,10.0,15.0,0.0,2022,16,Italian Grand Prix,0,False,28.0
MAG,Haas F1 Team,16.0,16.0,0.0,2022,16,Italian Grand Prix,0,False,28.0
RIC,McLaren,4.0,17.0,0.0,2022,16,Italian Grand Prix,0,False,28.0
STR,Aston Martin,12.0,18.0,0.0,2022,16,Italian Grand Prix,0,False,28.0
ALO,Alpine,6.0,19.0,0.0,2022,16,Italian Grand Prix,0,False,28.0
VET,Aston Martin,11.0,20.0,0.0,2022,16,Italian Grand Prix,0,False,28.0
PER,Red Bull Racing,2.0,1.0,25.0,2022,17,Singapore Grand Prix,1,True,26.7
LEC,Ferrari,1.0,2.0,18.0,2022,17,Singapore Grand Prix,1,True,26.7
SAI,Ferrari,4.0,3.0,15.0,2022,17,Singapore Grand Prix,1,True,26.7
NOR,McLaren,6.0,4.0,12.0,2022,17,Singapore Grand Prix,0,True,26.7
RIC,McLaren,16.0,5.0,10.0,2022,17,Singapore Grand Prix,0,True,26.7
STR,Aston Martin,11.0,6.0,8.0,2022,17,Singapore Grand Prix,0,True,26.7
VER,Red Bull Racing,8.0,7.0,6.0,2022,17,Singapore Grand Prix,0,True,26.7
VET,Aston Martin,13.0,8.0,4.0,2022,17,Singapore Grand Prix,0,True,26.7
HAM,Mercedes,3.0,9.0,2.0,2022,17,Singapore Grand Prix,0,True,26.7
GAS,AlphaTauri,7.0,10.0,1.0,2022,17,Singapore Grand Prix,0,True,26.7
BOT,Alfa Romeo,15.0,11.0,0.0,2022,17,Singapore Grand Prix,0,True,26.7
MAG,Haas F1 Team,9.0,12.0,0.0,2022,17,Singapore Grand Prix,0,True,26.7
MSC,Haas F1 Team,12.0,13.0,0.0,2022,17,Singapore Grand Prix,0,True,26.7
RUS,Mercedes,0.0,14.0,0.0,2022,17,Singapore Grand Prix,0,True,26.7
TSU,AlphaTauri,10.0,15.0,0.0,2022,17,Singapore Grand Prix,0,True,26.7
OCO,Alpine,17.0,16.0,0.0,2022,17,Singapore Grand Prix,0,True,26.7
ALB,Williams,18.0,17.0,0.0,2022,17,Singapore Grand Prix,0,True,26.7
ALO,Alpine,5.0,18.0,0.0,2022,17,Singapore Grand Prix,0,True,26.7
LAT,Williams,19.0,19.0,0.0,2022,17,Singapore Grand Prix,0,True,26.7
ZHO,Alfa Romeo,14.0,20.0,0.0,2022,17,Singapore Grand Prix,0,True,26.7
VER,Red Bull Racing,1.0,1.0,25.0,2022,18,Japanese Grand Prix,1,True,16.2
PER,Red Bull Racing,4.0,2.0,18.0,2022,18,Japanese Grand Prix,1,True,16.2
LEC,Ferrari,2.0,3.0,15.0,2022,18,Japanese Grand Prix,1,True,16.2
OCO,Alpine,5.0,4.0,12.0,2022,18,Japanese Grand Prix,0,True,16.2
HAM,Mercedes,6.0,5.0,10.0,2022,18,Japanese Grand Prix,0,True,16.2
VET,Aston Martin,9.0,6.0,8.0,2022,18,Japanese Grand Prix,0,True,16.2
ALO,Alpine,7.0,7.0,6.0,2022,18,Japanese Grand Prix,0,True,16.2
RUS,Mercedes,8.0,8.0,4.0,2022,18,Japanese Grand Prix,0,True,16.2
LAT,Williams,20.0,9.0,2.0,2022,18,Japanese Grand Prix,0,True,16.2
NOR,McLaren,10.0,10.0,1.0,2022,18,Japanese Grand Prix,0,True,16.2
RIC,McLaren,11.0,11.0,0.0,2022,18,Japanese Grand Prix,0,True,16.2
STR,Aston Martin,19.0,12.0,0.0,2022,18,Japanese Grand Prix,0,True,16.2
TSU,AlphaTauri,13.0,13.0,0.0,2022,18,Japanese Grand Prix,0,True,16.2
MAG,Haas F1 Team,18.0,14.0,0.0,2022,18,Japanese Grand Prix,0,True,16.2
BOT,Alfa Romeo,12.0,15.0,0.0,2022,18,Japanese Grand Prix,0,True,16.2
ZHO,Alfa Romeo,14.0,16.0,0.0,2022,18,Japanese Grand Prix,0,True,16.2
MSC,Haas F1 Team,15.0,17.0,0.0,2022,18,Japanese Grand Prix,0,True,16.2
GAS,AlphaTauri,17.0,18.0,0.0,2022,18,Japanese Grand Prix,0,True,16.2
SAI,Ferrari,3.0,19.0,0.0,2022,18,Japanese Grand Prix,0,True,16.2
ALB,Williams,16.0,20.0,0.0,2022,18,Japanese Grand Prix,0,True,16.2
VER,Red Bull Racing,2.0,1.0,25.0,2022,19,United States Grand Prix,1,False,29.3
HAM,Mercedes,3.0,2.0,18.0,2022,19,United States Grand Prix,1,False,29.3
LEC,Ferrari,12.0,3.0,15.0,2022,19,United States Grand Prix,1,False,29.3
PER,Red Bull Racing,9.0,4.0,12.0,2022,19,United States Grand Prix,0,False,29.3
RUS,Mercedes,4.0,5.0,11.0,2022,19,United States Grand Prix,0,False,29.3
NOR,McLaren,6.0,6.0,8.0,2022,19,United States Grand Prix,0,False,29.3
ALO,Alpine,14.0,7.0,6.0,2022,19,United States Grand Prix,0,False,29.3
VET,Aston Martin,10.0,8.0,4.0,2022,19,United States Grand Prix,0,False,29.3
MAG,Haas F1 Team,13.0,9.0,2.0,2022,19,United States Grand Prix,0,False,29.3
TSU,AlphaTauri,19.0,10.0,1.0,2022,19,United States Grand Prix,0,False,29.3
OCO,Alpine,0.0,11.0,0.0,2022,19,United States Grand Prix,0,False,29.3
ZHO,Alfa Romeo,18.0,12.0,0.0,2022,19,United States Grand Prix,0,False,29.3
ALB,Williams,8.0,13.0,0.0,2022,19,United States Grand Prix,0,False,29.3
GAS,AlphaTauri,11.0,14.0,0.0,2022,19,United States Grand Prix,0,False,29.3
MSC,Haas F1 Team,16.0,15.0,0.0,2022,19,United States Grand Prix,0,False,29.3
RIC,McLaren,15.0,16.0,0.0,2022,19,United States Grand Prix,0,False,29.3
LAT,Williams,17.0,17.0,0.0,2022,19,United States Grand Prix,0,False,29.3
STR,Aston Martin,5.0,18.0,0.0,2022,19,United States Grand Prix,0,False,29.3
BOT,Alfa Romeo,7.0,19.0,0.0,2022,19,United States Grand Prix,0,False,29.3
SAI,Ferrari,1.0,20.0,0.0,2022,19,United States Grand Prix,0,False,29.3
VER,Red Bull Racing,1.0,1.0,25.0,2022,20,Mexico City Grand Prix,1,False,24.4
HAM,Mercedes,3.0,2.0,18.0,2022,20,Mexico City Grand Prix,1,False,24.4
PER,Red Bull Racing,4.0,3.0,15.0,2022,20,Mexico City Grand Prix,1,False,24.4
RUS,Mercedes,2.0,4.0,13.0,2022,20,Mexico City Grand Prix,0,False,24.4
SAI,Ferrari,5.0,5.0,10.0,2022,20,Mexico City Grand Prix,0,False,24.4
LEC,Ferrari,7.0,6.0,8.0,2022,20,Mexico City Grand Prix,0,False,24.4
RIC,McLaren,11.0,7.0,6.0,2022,20,Mexico City Grand Prix,0,False,24.4
OCO,Alpine,10.0,8.0,4.0,2022,20,Mexico City Grand Prix,0,False,24.4
NOR,McLaren,8.0,9.0,2.0,2022,20,Mexico City Grand Prix,0,False,24.4
BOT,Alfa Romeo,6.0,10.0,1.0,2022,20,Mexico City Grand Prix,0,False,24.4
GAS,AlphaTauri,14.0,11.0,0.0,2022,20,Mexico City Grand Prix,0,False,24.4
ALB,Williams,17.0,12.0,0.0,2022,20,Mexico City Grand Prix,0,False,24.4
ZHO,Alfa Romeo,12.0,13.0,0.0,2022,20,Mexico City Grand Prix,0,False,24.4
VET,Aston Martin,16.0,14.0,0.0,2022,20,Mexico City Grand Prix,0,False,24.4
STR,Aston Martin,20.0,15.0,0.0,2022,20,Mexico City Grand Prix,0,False,24.4
MSC,Haas F1 Team,15.0,16.0,0.0,2022,20,Mexico City Grand Prix,0,False,24.4
MAG,Haas F1 Team,19.0,17.0,0.0,2022,20,Mexico City Grand Prix,0,False,24.4
LAT,Williams,18.0,18.0,0.0,2022,20,Mexico City Grand Prix,0,False,24.4
ALO,Alpine,9.0,19.0,0.0,2022,20,Mexico City Grand Prix,0,False,24.4
TSU,AlphaTauri,13.0,20.0,0.0,2022,20,Mexico City Grand Prix,0,False,24.4
RUS,Mercedes,1.0,1.0,26.0,2022,21,São Paulo Grand Prix,1,False,23.3
HAM,Mercedes,2.0,2.0,18.0,2022,21,São Paulo Grand Prix,1,False,23.3
SAI,Ferrari,7.0,3.0,15.0,2022,21,São Paulo Grand Prix,1,False,23.3
LEC,Ferrari,5.0,4.0,12.0,2022,21,São Paulo Grand Prix,0,False,23.3
ALO,Alpine,17.0,5.0,10.0,2022,21,São Paulo Grand Prix,0,False,23.3
VER,Red Bull Racing,3.0,6.0,8.0,2022,21,São Paulo Grand Prix,0,False,23.3
PER,Red Bull Racing,4.0,7.0,6.0,2022,21,São Paulo Grand Prix,0,False,23.3
OCO,Alpine,16.0,8.0,4.0,2022,21,São Paulo Grand Prix,0,False,23.3
BOT,Alfa Romeo,14.0,9.0,2.0,2022,21,São Paulo Grand Prix,0,False,23.3
STR,Aston Martin,15.0,10.0,1.0,2022,21,São Paulo Grand Prix,0,False,23.3
VET,Aston Martin,9.0,11.0,0.0,2022,21,São Paulo Grand Prix,0,False,23.3
ZHO,Alfa Romeo,13.0,12.0,0.0,2022,21,São Paulo Grand Prix,0,False,23.3
MSC,Haas F1 Team,12.0,13.0,0.0,2022,21,São Paulo Grand Prix,0,False,23.3
GAS,AlphaTauri,10.0,14.0,0.0,2022,21,São Paulo Grand Prix,0,False,23.3
ALB,Williams,19.0,15.0,0.0,2022,21,São Paulo Grand Prix,0,False,23.3
LAT,Williams,18.0,16.0,0.0,2022,21,São Paulo Grand Prix,0,False,23.3
TSU,AlphaTauri,0.0,17.0,0.0,2022,21,São Paulo Grand Prix,0,False,23.3
NOR,McLaren,6.0,18.0,0.0,2022,21,São Paulo Grand Prix,0,False,23.3
MAG,Haas F1 Team,8.0,19.0,0.0,2022,21,São Paulo Grand Prix,0,False,23.3
RIC,McLaren,11.0,20.0,0.0,2022,21,São Paulo Grand Prix,0,False,23.3
VER,Red Bull Racing,1.0,1.0,25.0,2022,22,Abu Dhabi Grand Prix,1,False,28.5
LEC,Ferrari,3.0,2.0,18.0,2022,22,Abu Dhabi Grand Prix,1,False,28.5
PER,Red Bull Racing,2.0,3.0,15.0,2022,22,Abu Dhabi Grand Prix,1,False,28.5
SAI,Ferrari,4.0,4.0,12.0,2022,22,Abu Dhabi Grand Prix,0,False,28.5
RUS,Mercedes,6.0,5.0,10.0,2022,22,Abu Dhabi Grand Prix,0,False,28.5
NOR,McLaren,7.0,6.0,9.0,2022,22,Abu Dhabi Grand Prix,0,False,28.5
OCO,Alpine,8.0,7.0,6.0,2022,22,Abu Dhabi Grand Prix,0,False,28.5
STR,Aston Martin,14.0,8.0,4.0,2022,22,Abu Dhabi Grand Prix,0,False,28.5
RIC,McLaren,13.0,9.0,2.0,2022,22,Abu Dhabi Grand Prix,0,False,28.5
VET,Aston Martin,9.0,10.0,1.0,2022,22,Abu Dhabi Grand Prix,0,False,28.5
TSU,AlphaTauri,11.0,11.0,0.0,2022,22,Abu Dhabi Grand Prix,0,False,28.5
ZHO,Alfa Romeo,15.0,12.0,0.0,2022,22,Abu Dhabi Grand Prix,0,False,28.5
ALB,Williams,19.0,13.0,0.0,2022,22,Abu Dhabi Grand Prix,0,False,28.5
GAS,AlphaTauri,17.0,14.0,0.0,2022,22,Abu Dhabi Grand Prix,0,False,28.5
BOT,Alfa Romeo,18.0,15.0,0.0,2022,22,Abu Dhabi Grand Prix,0,False,28.5
MSC,Haas F1 Team,12.0,16.0,0.0,2022,22,Abu Dhabi Grand Prix,0,False,28.5
MAG,Haas F1 Team,16.0,17.0,0.0,2022,22,Abu Dhabi Grand Prix,0,False,28.5
HAM,Mercedes,5.0,18.0,0.0,2022,22,Abu Dhabi Grand Prix,0,False,28.5
LAT,Williams,20.0,19.0,0.0,2022,22,Abu Dhabi Grand Prix,0,False,28.5
ALO,Alpine,10.0,20.0,0.0,2022,22,Abu Dhabi Grand Prix,0,False,28.5
VER,Red Bull Racing,1.0,1.0,25.0,2023,1,Bahrain Grand Prix,1,False,27.1
PER,Red Bull Racing,2.0,2.0,18.0,2023,1,Bahrain Grand Prix,1,False,27.1
ALO,Aston Martin,5.0,3.0,15.0,2023,1,Bahrain Grand Prix,1,False,27.1
SAI,Ferrari,4.0,4.0,12.0,2023,1,Bahrain Grand Prix,0,False,27.1
HAM,Mercedes,7.0,5.0,10.0,2023,1,Bahrain Grand Prix,0,False,27.1
STR,Aston Martin,8.0,6.0,8.0,2023,1,Bahrain Grand Prix,0,False,27.1
RUS,Mercedes,6.0,7.0,6.0,2023,1,Bahrain Grand Prix,0,False,27.1
BOT,Alfa Romeo,12.0,8.0,4.0,2023,1,Bahrain Grand Prix,0,False,27.1
GAS,Alpine,20.0,9.0,2.0,2023,1,Bahrain Grand Prix,0,False,27.1
ALB,Williams,15.0,10.0,1.0,2023,1,Bahrain Grand Prix,0,False,27.1
TSU,AlphaTauri,14.0,11.0,0.0,2023,1,Bahrain Grand Prix,0,False,27.1
SAR,Williams,16.0,12.0,0.0,2023,1,Bahrain Grand Prix,0,False,27.1
MAG,Haas F1 Team,17.0,13.0,0.0,2023,1,Bahrain Grand Prix,0,False,27.1
DEV,AlphaTauri,19.0,14.0,0.0,2023,1,Bahrain Grand Prix,0,False,27.1
HUL,Haas F1 Team,10.0,15.0,0.0,2023,1,Bahrain Grand Prix,0,False,27.1
ZHO,Alfa Romeo,13.0,16.0,0.0,2023,1,Bahrain Grand Prix,0,False,27.1
NOR,McLaren,11.0,17.0,0.0,2023,1,Bahrain Grand Prix,0,False,27.1
OCO,Alpine,9.0,18.0,0.0,2023,1,Bahrain Grand Prix,0,False,27.1
LEC,Ferrari,3.0,19.0,0.0,2023,1,Bahrain Grand Prix,0,False,27.1
PIA,McLaren,18.0,20.0,0.0,2023,1,Bahrain Grand Prix,0,False,27.1
PER,Red Bull Racing,1.0,1.0,25.0,2023,2,Saudi Arabian Grand Prix,1,False,26.0
VER,Red Bull Racing,15.0,2.0,19.0,2023,2,Saudi Arabian Grand Prix,1,False,26.0
ALO,Aston Martin,2.0,3.0,15.0,2023,2,Saudi Arabian Grand Prix,1,False,26.0
RUS,Mercedes,3.0,4.0,12.0,2023,2,Saudi Arabian Grand Prix,0,False,26.0
HAM,Mercedes,7.0,5.0,10.0,2023,2,Saudi Arabian Grand Prix,0,False,26.0
SAI,Ferrari,4.0,6.0,8.0,2023,2,Saudi Arabian Grand Prix,0,False,26.0
LEC,Ferrari,12.0,7.0,6.0,2023,2,Saudi Arabian Grand Prix,0,False,26.0
OCO,Alpine,6.0,8.0,4.0,2023,2,Saudi Arabian Grand Prix,0,False,26.0
GAS,Alpine,9.0,9.0,2.0,2023,2,Saudi Arabian Grand Prix,0,False,26.0
MAG,Haas F1 Team,13.0,10.0,1.0,2023,2,Saudi Arabian Grand Prix,0,False,26.0
TSU,AlphaTauri,16.0,11.0,0.0,2023,2,Saudi Arabian Grand Prix,0,False,26.0
HUL,Haas F1 Team,10.0,12.0,0.0,2023,2,Saudi Arabian Grand Prix,0,False,26.0
ZHO,Alfa Romeo,11.0,13.0,0.0,2023,2,Saudi Arabian Grand Prix,0,False,26.0
DEV,AlphaTauri,18.0,14.0,0.0,2023,2,Saudi Arabian Grand Prix,0,False,26.0
PIA,McLaren,8.0,15.0,0.0,2023,2,Saudi Arabian Grand Prix,0,False,26.0
SAR,Williams,20.0,16.0,0.0,2023,2,Saudi Arabian Grand Prix,0,False,26.0
NOR,McLaren,19.0,17.0,0.0,2023,2,Saudi Arabian Grand Prix,0,False,26.0
BOT,Alfa Romeo,14.0,18.0,0.0,2023,2,Saudi Arabian Grand Prix,0,False,26.0
ALB,Williams,17.0,19.0,0.0,2023,2,Saudi Arabian Grand Prix,0,False,26.0
STR,Aston Martin,5.0,20.0,0.0,2023,2,Saudi Arabian Grand Prix,0,False,26.0
VER,Red Bull Racing,1.0,1.0,25.0,2023,3,Australian Grand Prix,1,False,17.5
HAM,Mercedes,3.0,2.0,18.0,2023,3,Australian Grand Prix,1,False,17.5
ALO,Aston Martin,4.0,3.0,15.0,2023,3,Australian Grand Prix,1,False,17.5
STR,Aston Martin,6.0,4.0,12.0,2023,3,Australian Grand Prix,0,False,17.5
PER,Red Bull Racing,20.0,5.0,11.0,2023,3,Australian Grand Prix,0,False,17.5
NOR,McLaren,13.0,6.0,8.0,2023,3,Australian Grand Prix,0,False,17.5
HUL,Haas F1 Team,10.0,7.0,6.0,2023,3,Australian Grand Prix,0,False,17.5
PIA,McLaren,16.0,8.0,4.0,2023,3,Australian Grand Prix,0,False,17.5
ZHO,Alfa Romeo,17.0,9.0,2.0,2023,3,Australian Grand Prix,0,False,17.5
TSU,AlphaTauri,12.0,10.0,1.0,2023,3,Australian Grand Prix,0,False,17.5
BOT,Alfa Romeo,19.0,11.0,0.0,2023,3,Australian Grand Prix,0,False,17.5
SAI,Ferrari,5.0,12.0,0.0,2023,3,Australian Grand Prix,0,False,17.5
GAS,Alpine,9.0,13.0,0.0,2023,3,Australian Grand Prix,0,False,17.5
OCO,Alpine,11.0,14.0,0.0,2023,3,Australian Grand Prix,0,False,17.5
DEV,AlphaTauri,15.0,15.0,0.0,2023,3,Australian Grand Prix,0,False,17.5
SAR,Williams,18.0,16.0,0.0,2023,3,Australian Grand Prix,0,False,17.5
MAG,Haas F1 Team,14.0,17.0,0.0,2023,3,Australian Grand Prix,0,False,17.5
RUS,Mercedes,2.0,18.0,0.0,2023,3,Australian Grand Prix,0,False,17.5
ALB,Williams,8.0,19.0,0.0,2023,3,Australian Grand Prix,0,False,17.5
LEC,Ferrari,7.0,20.0,0.0,2023,3,Australian Grand Prix,0,False,17.5
PER,Red Bull Racing,3.0,1.0,25.0,2023,4,Azerbaijan Grand Prix,1,False,24.9
VER,Red Bull Racing,2.0,2.0,18.0,2023,4,Azerbaijan Grand Prix,1,False,24.9
LEC,Ferrari,1.0,3.0,15.0,2023,4,Azerbaijan Grand Prix,1,False,24.9
ALO,Aston Martin,6.0,4.0,12.0,2023,4,Azerbaijan Grand Prix,0,False,24.9
SAI,Ferrari,4.0,5.0,10.0,2023,4,Azerbaijan Grand Prix,0,False,24.9
HAM,Mercedes,5.0,6.0,8.0,2023,4,Azerbaijan Grand Prix,0,False,24.9
STR,Aston Martin,9.0,7.0,6.0,2023,4,Azerbaijan Grand Prix,0,False,24.9
RUS,Mercedes,11.0,8.0,5.0,2023,4,Azerbaijan Grand Prix,0,False,24.9
NOR,McLaren,7.0,9.0,2.0,2023,4,Azerbaijan Grand Prix,0,False,24.9
TSU,AlphaTauri,8.0,10.0,1.0,2023,4,Azerbaijan Grand Prix,0,False,24.9
PIA,McLaren,10.0,11.0,0.0,2023,4,Azerbaijan Grand Prix,0,False,24.9
ALB,Williams,12.0,12.0,0.0,2023,4,Azerbaijan Grand Prix,0,False,24.9
MAG,Haas F1 Team,16.0,13.0,0.0,2023,4,Azerbaijan Grand Prix,0,False,24.9
GAS,Alpine,17.0,14.0,0.0,2023,4,Azerbaijan Grand Prix,0,False,24.9
OCO,Alpine,19.0,15.0,0.0,2023,4,Azerbaijan Grand Prix,0,False,24.9
SAR,Williams,14.0,16.0,0.0,2023,4,Azerbaijan Grand Prix,0,False,24.9
HUL,Haas F1 Team,20.0,17.0,0.0,2023,4,Azerbaijan Grand Prix,0,False,24.9
BOT,Alfa Romeo,13.0,18.0,0.0,2023,4,Azerbaijan Grand Prix,0,False,24.9
ZHO,Alfa Romeo,15.0,19.0,0.0,2023,4,Azerbaijan Grand Prix,0,False,24.9
DEV,AlphaTauri,18.0,20.0,0.0,2023,4,Azerbaijan Grand Prix,0,False,24.9
VER,Red Bull Racing,9.0,1.0,26.0,2023,5,Miami Grand Prix,1,False,27.1
PER,Red Bull Racing,1.0,2.0,18.0,2023,5,Miami Grand Prix,1,False,27.1
ALO,Aston Martin,2.0,3.0,15.0,2023,5,Miami Grand Prix,1,False,27.1
RUS,Mercedes,6.0,4.0,12.0,2023,5,Miami Grand Prix,0,False,27.1
SAI,Ferrari,3.0,5.0,10.0,2023,5,Miami Grand Prix,0,False,27.1
HAM,Mercedes,13.0,6.0,8.0,2023,5,Miami Grand Prix,0,False,27.1
LEC,Ferrari,7.0,7.0,6.0,2023,5,Miami Grand Prix,0,False,27.1
GAS,Alpine,5.0,8.0,4.0,2023,5,Miami Grand Prix,0,False,27.1
OCO,Alpine,8.0,9.0,2.0,2023,5,Miami Grand Prix,0,False,27.1
MAG,Haas F1 Team,4.0,10.0,1.0,2023,5,Miami Grand Prix,0,False,27.1
TSU,AlphaTauri,17.0,11.0,0.0,2023,5,Miami Grand Prix,0,False,27.1
STR,Aston Martin,18.0,12.0,0.0,2023,5,Miami Grand Prix,0,False,27.1
BOT,Alfa Romeo,10.0,13.0,0.0,2023,5,Miami Grand Prix,0,False,27.1
ALB,Williams,11.0,14.0,0.0,2023,5,Miami Grand Prix,0,False,27.1
HUL,Haas F1 Team,12.0,15.0,0.0,2023,5,Miami Grand Prix,0,False,27.1
ZHO,Alfa Romeo,14.0,16.0,0.0,2023,5,Miami Grand Prix,0,False,27.1
NOR,McLaren,16.0,17.0,0.0,2023,5,Miami Grand Prix,0,False,27.1
DEV,AlphaTauri,15.0,18.0,0.0,2023,5,Miami Grand Prix,0,False,27.1
PIA,McLaren,19.0,19.0,0.0,2023,5,Miami Grand Prix,0,False,27.1
SAR,Williams,20.0,20.0,0.0,2023,5,Miami Grand Prix,0,False,27.1
VER,Red Bull Racing,1.0,1.0,25.0,2023,6,Monaco Grand Prix,1,True,25.3
ALO,Aston Martin,2.0,2.0,18.0,2023,6,Monaco Grand Prix,1,True,25.3
OCO,Alpine,3.0,3.0,15.0,2023,6,Monaco Grand Prix,1,True,25.3
HAM,Mercedes,5.0,4.0,13.0,2023,6,Monaco Grand Prix,0,True,25.3
RUS,Mercedes,8.0,5.0,10.0,2023,6,Monaco Grand Prix,0,True,25.3
LEC,Ferrari,6.0,6.0,8.0,2023,6,Monaco Grand Prix,0,True,25.3
GAS,Alpine,7.0,7.0,6.0,2023,6,Monaco Grand Prix,0,True,25.3
SAI,Ferrari,4.0,8.0,4.0,2023,6,Monaco Grand Prix,0,True,25.3
NOR,McLaren,10.0,9.0,2.0,2023,6,Monaco Grand Prix,0,True,25.3
PIA,McLaren,11.0,10.0,1.0,2023,6,Monaco Grand Prix,0,True,25.3
BOT,Alfa Romeo,15.0,11.0,0.0,2023,6,Monaco Grand Prix,0,True,25.3
DEV,AlphaTauri,12.0,12.0,0.0,2023,6,Monaco Grand Prix,0,True,25.3
ZHO,Alfa Romeo,19.0,13.0,0.0,2023,6,Monaco Grand Prix,0,True,25.3
ALB,Williams,13.0,14.0,0.0,2023,6,Monaco Grand Prix,0,True,25.3
TSU,AlphaTauri,9.0,15.0,0.0,2023,6,Monaco Grand Prix,0,True,25.3
PER,Red Bull Racing,20.0,16.0,0.0,2023,6,Monaco Grand Prix,0,True,25.3
HUL,Haas F1 Team,18.0,17.0,0.0,2023,6,Monaco Grand Prix,0,True,25.3
SAR,Williams,16.0,18.0,0.0,2023,6,Monaco Grand Prix,0,True,25.3
MAG,Haas F1 Team,17.0,19.0,0.0,2023,6,Monaco Grand Prix,0,True,25.3
STR,Aston Martin,14.0,20.0,0.0,2023,6,Monaco Grand Prix,0,True,25.3
VER,Red Bull Racing,1.0,1.0,26.0,2023,7,Spanish Grand Prix,1,False,22.2
HAM,Mercedes,4.0,2.0,18.0,2023,7,Spanish Grand Prix,1,False,22.2
RUS,Mercedes,12.0,3.0,15.0,2023,7,Spanish Grand Prix,1,False,22.2
PER,Red Bull Racing,11.0,4.0,12.0,2023,7,Spanish Grand Prix,0,False,22.2
SAI,Ferrari,2.0,5.0,10.0,2023,7,Spanish Grand Prix,0,False,22.2
STR,Aston Martin,5.0,6.0,8.0,2023,7,Spanish Grand Prix,0,False,22.2
ALO,Aston Martin,8.0,7.0,6.0,2023,7,Spanish Grand Prix,0,False,22.2
OCO,Alpine,6.0,8.0,4.0,2023,7,Spanish Grand Prix,0,False,22.2
ZHO,Alfa Romeo,13.0,9.0,2.0,2023,7,Spanish Grand Prix,0,False,22.2
GAS,Alpine,10.0,10.0,1.0,2023,7,Spanish Grand Prix,0,False,22.2
LEC,Ferrari,19.0,11.0,0.0,2023,7,Spanish Grand Prix,0,False,22.2
TSU,AlphaTauri,15.0,12.0,0.0,2023,7,Spanish Grand Prix,0,False,22.2
PIA,McLaren,9.0,13.0,0.0,2023,7,Spanish Grand Prix,0,False,22.2
DEV,AlphaTauri,14.0,14.0,0.0,2023,7,Spanish Grand Prix,0,False,22.2
HUL,Haas F1 Team,7.0,15.0,0.0,2023,7,Spanish Grand Prix,0,False,22.2
ALB,Williams,18.0,16.0,0.0,2023,7,Spanish Grand Prix,0,False,22.2
NOR,McLaren,3.0,17.0,0.0,2023,7,Spanish Grand Prix,0,False,22.2
MAG,Haas F1 Team,17.0,18.0,0.0,2023,7,Spanish Grand Prix,0,False,22.2
BOT,Alfa Romeo,16.0,19.0,0.0,2023,7,Spanish Grand Prix,0,False,22.2
SAR,Williams,20.0,20.0,0.0,2023,7,Spanish Grand Prix,0,False,22.2
VER,Red Bull Racing,1.0,1.0,25.0,2023,8,Canadian Grand Prix,1,False,18.8
ALO,Aston Martin,2.0,2.0,18.0,2023,8,Canadian Grand Prix,1,False,18.8
HAM,Mercedes,3.0,3.0,15.0,2023,8,Canadian Grand Prix,1,False,18.8
LEC,Ferrari,10.0,4.0,12.0,2023,8,Canadian Grand Prix,0,False,18.8
SAI,Ferrari,11.0,5.0,10.0,2023,8,Canadian Grand Prix,0,False,18.8
PER,Red Bull Racing,12.0,6.0,9.0,2023,8,Canadian Grand Prix,0,False,18.8
ALB,Williams,9.0,7.0,6.0,2023,8,Canadian Grand Prix,0,False,18.8
OCO,Alpine,6.0,8.0,4.0,2023,8,Canadian Grand Prix,0,False,18.8
STR,Aston Martin,16.0,9.0,2.0,2023,8,Canadian Grand Prix,0,False,18.8
